genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Poabromylus,golzi,42.0,37.200,2,0,NaN
Poabromylus,kayi,39.2,38.3,2,0,NaN
Poabromylus,robustus,37.200,33.900,1,0,NaN
Podomys,floridanus,0.3,0.012,5,0,NaN
Podomys,oklahomensis,0.3,0.3,2,0,NaN
Podomys,sp.,1.6,1.5,2,0,NaN
Poebrodon,californicus,40.5,40.5,1,1,0.0164
Poebrodon,kayi,41.6,41.5,1,0,NaN
Poebrodon,sp.,45.2,45.1,1,0,NaN
Poebrotherium,chadronense,36.6,36.5,1,0,NaN
Poebrotherium,eximium,36.3,33.7,12,1,0.1765
Poebrotherium,sp.,36.9,32.5,27,0,NaN
Poebrotherium,wilsoni,35.8,33.3,25,0,NaN
Pogonodon,eileenae,30.800,26.300,1,1,0.0345
Pogonodon,platycopis,30.800,20.430,1,0,NaN
Pogonodon,sp.,25.9,25.0,2,0,NaN
Pomatodelphis,bobengi,13.600,11.608,4,1,1.0000
Pomatodelphis,inaequalis,13.650,10.0,8,1,0.0106
Pomatodelphis,sp.,18.9,18.9,1,0,NaN
Pontifactor,bestiola,56.800,46.200,2,0,NaN
Pontifactor,sp.,55.6,46.200,4,0,NaN
Pontogeneus,sp.,37.200,33.900,1,1,0.5000
Pontolis,magnus,11.608,5.332,3,2,1.0000
Pontolis,sp.,7.246,3.600,1,0,NaN
Pontoporia,sp.,5.332,3.600,2,0,NaN
Potamonycteris,biperforatus,15.970,13.600,1,0,NaN
Praekogia,cedrosensis,7.246,5.332,2,1,0.3333
Praeovibos,sp.,1.800,0.300,1,0,NaN
Pratifelis,martini,8.4,7.6,1,0,NaN
Pratilepus,kansasensis,3.5,3.4,3,0,NaN
Pratilepus,sp.,9.1,9.0,1,0,NaN
Predicrostonyx,hopkinsi,1.800,0.300,1,0,NaN
Predicrostonyx,sp.,2.588,0.781,1,0,NaN
Premnoides,douglassi,63.300,61.700,1,0,NaN
Presbymys,lophatus,39.8,39.7,1,1,0.0159
Presbymys,sp.,39.8,39.7,1,1,0.0190
Presbytherium,rhodorugatus,60.1,58.5,5,0,NaN
Presbytherium,taurus,63.300,61.700,1,0,NaN
Primonatalus,prattae,20.430,15.970,1,0,NaN
Princetonia,yalensis,57.7,55.5,9,0,NaN
Priscocamelus,wilsoni,21.0,21.0,9,8,0.2765
Priscodelphinus,sp.,23.030,14.8,12,4,0.2116
Pristinailurus,bristoli,10.0,10.0,1,0,NaN
Pristinictis,connata,60.4,60.4,1,0,NaN
Proantilocapra,platycornea,11.9,11.8,1,0,NaN
Probassariscus,matthewi,15.970,13.600,1,0,NaN
Probassariscus,sp.,15.970,13.600,2,0,NaN
Probathyopsis,harrisorum,56.800,55.800,10,3,0.0306
Probathyopsis,lysitensis,53.0,53.0,2,0,NaN
Probathyopsis,praecursor,56.800,56.2,32,0,NaN
Probathyopsis,sp.,56.1,56.1,4,2,0.1925
Problastomeryx,primus,22.0,21.6,3,2,0.0288
Problastomeryx,sp.,19.4,19.1,2,0,NaN
Procadurcodon,sp.,39.6,39.6,1,0,NaN
Procamelus,grandis,15.970,9.0,42,7,0.0684
Procamelus,leptocolon,20.430,15.970,1,0,NaN
Procamelus,occidentalis,15.970,11.7,16,0,NaN
Procamelus,sp.,13.8,8.8,25,8,0.1188
Procastoroides,idahoensis,3.4,2.8,3,0,NaN
Procastoroides,intermedius,4.5,3.9,6,0,NaN
Procastoroides,sp.,3.5,2.7,4,0,NaN
Procastoroides,sweeti,3.5,3.0,8,0,NaN
Procerberus,andesiticus,64.9,64.9,2,0,NaN
Procerberus,formicarum,65.2,64.0,23,1,0.0502
Procerberus,grandis,64.9,64.9,2,0,NaN
Procerberus,plutonis,63.5,63.5,1,0,NaN
Procerberus,sp.,65.2,63.3,8,1,0.0588
Prochetodon,cavus,57.8,55.800,6,0,NaN
Prochetodon,foxi,59.0,57.9,7,0,NaN
Prochetodon,sp.,66.043,55.800,5,0,NaN
Prochetodon,speirsae,60.4,58.6,4,0,NaN
Prochetodon,taxus,57.2,55.800,3,0,NaN
Procoptodon,goliah,2.588,0.000,1,0,NaN
Procranioceras,skinneri,15.970,12.7,20,1,0.0392
Procynodictis,progressus,42.9,40.7,3,1,0.0476
Procynodictis,sp.,45.3,45.2,1,0,NaN
Procynodictis,vulpiceps,50.300,41.5,7,1,0.0026
Procyon,lotor,2.588,0.0093,52,2,0.0614
Procyon,rexroadensis,3.5,3.3,3,0,NaN
Procyon,sp.,7.7,0.012,19,0,NaN
Prodiacodon,concordiarcensis,63.300,57.7,7,2,0.0116
Prodiacodon,crustulum,64.5,63.5,4,0,NaN
Prodiacodon,furor,63.300,58.3,5,1,0.0028
Prodiacodon,puercensis,62.0,60.4,7,0,NaN
Prodiacodon,sp.,63.3,53.2,19,0,NaN
Prodiacodon,tauricinerei,56.8,53.0,42,0,NaN
Prodipodomys,centralis,3.5,2.5,6,3,0.0193
Prodipodomys,griggsorum,4.900,1.800,1,0,NaN
Prodipodomys,idahoensis,5.8,0.300,12,1,0.0400
Prodipodomys,kansensis,7.2,6.8,2,0,NaN
Prodipodomys,minor,3.6,3.3,5,0,NaN
Prodipodomys,riversidensis,3.2,3.2,2,2,0.1451
Prodipodomys,sp.,8.2,1.4,25,5,0.0907
Prodipodomys,tiheni,4.900,1.800,1,0,NaN
Prodipodomys,timoteoensis,3.2,3.2,6,6,0.2619
Prodipoides,burgensis,15.970,12.2,6,0,NaN
Prodipoides,dividerus,15.970,11.9,9,0,NaN
Progeomys,sulcatus,8.1,8.1,1,0,NaN
Prohesperocyon,wilsoni,36.6,36.5,1,0,NaN
Proheteromys,cejanus,21.6,21.2,1,1,0.1200
Proheteromys,fedti,29.3,24.4,9,3,0.0348
Proheteromys,floridanus,30.800,18.9,8,2,0.1995
Proheteromys,gremmelsi,30.800,24.7,5,5,0.0730
Proheteromys,ironcloudi,30.800,24.800,4,1,0.1538
Proheteromys,matthewi,21.2,21.2,1,1,0.3333
Proheteromys,maximus,16.9,13.600,2,0,NaN
Proheteromys,nebraskensis,33.1,31.8,4,0,NaN
Proheteromys,sabinensis,26.300,24.800,1,0,NaN
Proheteromys,sp.,29.3,18.1,10,0,NaN
Proheteromys,sulculus,20.0,13.600,7,1,0.3319
Proheteromys,toledoensis,26.300,24.800,1,0,NaN
Prolapsus,junctionis,43.4,43.3,3,0,NaN
Prolapsus,sibilatoris,43.4,43.3,2,0,NaN
Prolapsus,sp.,43.6,42.7,2,0,NaN
Prolimnocyon,antiguus,53.3,53.3,1,1,0.2500
Prolimnocyon,antiquus,53.0,46.200,13,0,NaN
Prolimnocyon,atavus,56.8,53.0,39,7,0.0244
Prolimnocyon,eerius,55.5,55.5,1,0,NaN
Prolimnocyon,haematus,55.8,54.6,20,0,NaN
Prolimnocyon,sp.,53.9,46.200,10,0,NaN
Promartes,darbyi,26.300,24.800,1,0,NaN
Promartes,gemmarosae,30.800,20.430,1,1,1.0000
Promartes,lepidus,22.0,19.6,9,4,0.1826
Promartes,olcotti,26.300,22.5,3,1,0.0052
Promartes,sp.,22.6,22.6,3,0,NaN
Promartes,vantasselensis,22.5,22.5,1,0,NaN
Promioclaenus,acolytus,63.300,59.8,35,1,0.0741
Promioclaenus,lemuroides,62.1,60.5,15,2,0.0594
Promioclaenus,pipiringosi,59.9,59.4,2,0,NaN
Promioclaenus,sp.,66.043,59.9,7,1,0.0370
Promioclaenus,thnetus,63.300,61.700,3,0,NaN
Promylagaulus,riggsi,26.300,22.1,11,2,0.2294
Proneofiber,guildayi,0.5,0.5,1,0,NaN
Proneotherium,repenningi,18.9,16.3,1,1,0.1000
Pronodens,silberlingi,28.3,28.2,1,0,NaN
Pronodens,sp.,31.4,24.6,4,0,NaN
Pronodens,transmontanus,35.0,33.300,4,2,0.3705
Pronothodectes,gaoi,58.6,58.5,5,0,NaN
Pronothodectes,jepi,63.300,61.700,5,0,NaN
Pronothodectes,matthewi,63.300,61.700,5,0,NaN
Pronothodectes,sp.,63.300,60.4,2,0,NaN
Pronotolagus,albus,15.970,13.600,2,0,NaN
Pronotolagus,apachensis,17.5,4.900,3,1,0.0042
Pronotolagus,nevadensis,9.5,9.4,1,1,0.2000
Pronotolagus,sp.,11.7,9.4,3,0,NaN
Pronotolagus,whitei,11.8,11.7,1,0,NaN
Propalaeanodon,schaffi,57.7,57.7,2,0,NaN
Prorastomus,sirenoides,55.800,40.400,2,1,1.0000
Proscalops,evelynae,30.800,26.300,9,8,0.0945
Proscalops,intermedius,24.6,24.1,1,0,NaN
Proscalops,miocaenus,33.900,29.2,3,0,NaN
Proscalops,secundus,26.300,20.0,12,2,0.1132
Proscalops,sp.,33.3,20.0,13,3,0.0990
Proscalops,tertius,33.900,26.5,15,0,NaN
Prosciurus,albiclivus,33.900,33.300,2,0,NaN
Prosciurus,magnus,33.900,31.4,3,0,NaN
Prosciurus,parvus,33.6,33.4,5,0,NaN
Prosciurus,relictus,37.200,31.4,29,1,0.0500
Prosciurus,sp.,40.400,29.2,7,1,0.0213
Prosciurus,vetustus,37.2,35.7,12,0,NaN
Prosigmodon,chihuahuensis,5.8,4.7,4,0,NaN
Prosigmodon,ferrusquiai,5.7,5.6,1,0,NaN
Prosigmodon,holocuspis,4.8,4.7,2,0,NaN
Prosigmodon,oroscoi,5.8,4.7,3,0,NaN
Prosigmodon,sp.,8.1,4.7,2,0,NaN
Prosomys,mimus,9.7,8.3,3,1,0.0057
Prosomys,sp.,8.2,8.2,1,0,NaN
Prosthennops,niobrarensis,15.970,11.7,8,1,0.0077
Prosthennops,serus,15.970,8.1,10,1,0.1170
Prosthennops,xiphidonticus,15.970,13.650,1,0,NaN
Prosthennops,xiphodonticus,18.0,12.7,24,2,0.2236
Prosynthetoceras,francisi,18.7,13.4,10,1,0.0986
Prosynthetoceras,orthrionanus,26.300,24.800,1,0,NaN
Prosynthetoceras,sp.,17.8,13.600,7,0,NaN
Prosynthetoceras,texanus,26.300,13.600,14,0,NaN
Protadjidaumo,altilophus,42.5,42.4,1,1,0.0294
Protadjidaumo,pauli,40.400,37.200,1,0,NaN
Protadjidaumo,sp.,37.9,37.8,2,0,NaN
Protadjidaumo,typus,46.200,39.3,2,0,NaN
Protapirus,obliquidens,32.6,32.5,1,0,NaN
Protapirus,simplex,33.8,31.2,3,0,NaN
Protapirus,sp.,30.800,20.430,1,0,NaN
Protentomodon,ursirivalis,59.4,55.800,2,0,NaN
Protepicyon,raki,14.4,14.1,5,0,NaN
Proterixoides,davisi,42.9,39.7,23,10,0.2456
Proterixoides,sp.,42.9,42.8,7,1,1.0000
Proterix,bicuspis,31.3,31.1,2,0,NaN
Proterix,loomisi,32.2,31.2,3,0,NaN
Proterix,sp.,33.1,26.5,5,2,0.0293
Proterozetes,ulysses,2.588,0.012,1,1,0.5000
Prothryptacodon,albertensis,66.043,61.700,2,0,NaN
Prothryptacodon,ambiguus,63.300,61.700,1,0,NaN
Prothryptacodon,furens,63.300,61.700,6,0,NaN
Prothryptacodon,hilli,63.300,60.7,4,0,NaN
Prothryptacodon,sp.,60.0,60.0,1,0,NaN
Protictis,agastor,58.3,58.3,2,1,0.0009
Protictis,aprophatos,46.200,40.400,1,0,NaN
Protictis,haydenianus,62.1,58.9,19,2,0.0185
Protictis,microlestes,63.300,58.8,17,0,NaN
Protictis,minor,63.300,61.700,1,0,NaN
Protictis,paralus,58.7,58.3,7,1,0.0066
Protictis,paulus,63.300,61.700,1,0,NaN
Protictis,simpsoni,63.300,61.700,1,0,NaN
Protictis,sp.,65.3,54.7,13,1,0.0169
Protictis,vanvaleni,61.7,61.7,6,0,NaN
Protitanops,curryi,39.6,33.900,2,0,NaN
Protitanotherium,sp.,41.7,41.1,2,0,NaN
Protitanotherium,superbum,41.7,41.1,1,0,NaN
Protoceras,celer,33.7,32.5,4,0,NaN
Protoceras,neatodelpha,23.5,23.5,1,0,NaN
Protoceras,skinneri,30.3,27.2,2,0,NaN
Protoceras,sp.,33.7,31.1,5,1,0.3333
Protohippus,gidleyi,11.6,9.0,15,1,0.1277
Protohippus,perditus,17.3,11.9,27,0,NaN
Protohippus,sp.,18.6,8.8,16,3,0.0712
Protohippus,supremus,12.3,11.7,17,0,NaN
Protohippus,vetus,18.6,13.600,9,0,NaN
Protolabis,barstowensis,14.5,14.3,1,0,NaN
Protolabis,coartatus,12.2,11.6,12,0,NaN
Protolabis,gracilis,13.8,12.9,7,1,0.2500
Protolabis,heterodontus,18.2,11.6,16,2,0.0082
Protolabis,saxeus,17.6,17.6,2,0,NaN
Protolabis,sp.,30.800,11.8,30,3,0.0169
Protomarctus,optatus,20.0,15.3,27,1,0.0233
Protoprocyon,savagei,11.8,11.8,1,0,NaN
Protopsalis,sp.,50.300,46.200,1,0,NaN
Protoptychus,hatcheri,45.2,41.6,2,0,NaN
Protoreodon,minimus,37.0,36.7,3,0,NaN
Protoreodon,minor,41.7,41.6,1,0,NaN
Protoreodon,pacificus,40.1,39.7,8,1,0.1217
Protoreodon,parvus,45.0,42.8,11,2,0.0335
Protoreodon,pearcei,46.200,40.400,2,0,NaN
Protoreodon,petersoni,43.6,33.900,14,1,0.0206
Protoreodon,pumilus,45.3,37.2,41,2,0.0531
Protoreodon,sp.,43.6,37.0,11,0,NaN
Protoreodon,transmontanus,37.200,33.900,1,0,NaN
Protoreodon,walshi,42.9,40.3,7,1,0.0492
Protorohippus,venticolus,52.3,52.0,13,0,NaN
Protosciurus,mengi,33.900,33.300,4,0,NaN
Protosciurus,sp.,29.0,13.600,8,2,0.1754
Protosciurus,tecuyensis,29.8,24.8,1,0,NaN
Protoselene,griphus,62.1,62.0,2,0,NaN
Protoselene,novissimus,59.9,59.8,1,0,NaN
Protoselene,opisthacus,63.300,59.7,14,2,0.0185
Protoselene,sp.,65.3,61.6,4,1,0.2000
Protosiren,sp.,40.400,37.200,4,4,1.0000
Protospermophilus,angusticeps,17.9,17.9,4,0,NaN
Protospermophilus,kelloggi,18.2,18.1,10,1,0.0160
Protospermophilus,malheurensis,15.8,14.7,3,1,0.1429
Protospermophilus,oregonensis,18.3,15.7,1,0,NaN
Protospermophilus,quatalensis,17.3,11.7,17,1,0.0120
Protospermophilus,sp.,29.3,11.7,26,3,0.0091
Protospermophilus,vortmani,25.9,25.7,1,0,NaN
Prototomus,deimos,55.5,54.6,10,0,NaN
Prototomus,martis,55.7,53.8,34,4,0.0385
Prototomus,phobos,55.3,53.6,40,12,0.0276
Prototomus,robustus,55.8,53.3,27,7,0.0343
Prototomus,secundarius,55.7,52.7,18,5,0.0228
Prototomus,sp.,55.2,46.200,48,2,0.0309
Prototomus,viverrinus,53.5,53.1,2,0,NaN
Protungulatum,donnae,65.4,64.0,30,7,0.1478
Protungulatum,gorgun,65.2,64.7,18,1,0.1333
Protungulatum,sloani,65.3,63.5,2,1,0.0130
Protungulatum,sp.,65.2,63.4,5,0,NaN
Protylopus,annectens,41.6,41.5,1,0,NaN
Protylopus,pearsonensis,40.1,39.7,5,1,0.1058
Protylopus,petersoni,45.2,40.3,9,0,NaN
Protylopus,robustus,40.8,40.5,6,4,0.0736
Protylopus,sp.,43.8,42.8,5,0,NaN
Protylopus,stocki,42.9,40.0,8,1,0.0476
Proviverra,longipes,41.6,41.5,1,0,NaN
Proviverroides,piercei,50.300,46.200,2,0,NaN
Psalidocyon,marianae,16.5,15.2,4,0,NaN
Pseudaelurus,aeluroides,15.970,13.600,2,0,NaN
Pseudaelurus,intrepidus,17.6,10.1,8,0,NaN
Pseudaelurus,marshi,15.3,14.4,4,0,NaN
Pseudaelurus,sp.,14.7,5.7,18,0,NaN
Pseudaelurus,stouti,15.970,13.600,1,0,NaN
Pseudhipparion,curtivallum,11.9,11.7,8,0,NaN
Pseudhipparion,gratum,11.9,11.6,46,1,0.4167
Pseudhipparion,hessei,12.3,12.1,6,1,0.4444
Pseudhipparion,retrusum,15.970,11.7,23,2,0.2891
Pseudhipparion,simpsoni,8.6,6.4,9,0,NaN
Pseudhipparion,skinneri,11.7,8.6,24,1,0.0400
Pseudhipparion,sp.,15.970,9.0,26,0,NaN
Pseudoblastomeryx,advena,25.2,19.4,12,3,0.3684
Pseudoblastomeryx,sp.,22.2,21.5,2,0,NaN
Pseudoceras,skinneri,11.9,9.2,16,1,0.1000
Pseudoceras,sp.,11.7,9.2,5,0,NaN
Pseudocylindrodon,citofluminis,42.5,42.4,1,1,0.0061
Pseudocylindrodon,lateriviae,40.400,37.200,1,0,NaN
Pseudocylindrodon,medius,37.0,36.9,2,0,NaN
Pseudocylindrodon,neglectus,37.3,34.7,15,1,0.0213
Pseudocylindrodon,pintoensis,36.6,36.5,2,0,NaN
Pseudocylindrodon,sp.,42.2,33.6,12,0,NaN
Pseudocylindrodon,texanus,36.6,36.6,3,0,NaN
Pseudocylindrodon,tobeyi,40.400,37.200,3,0,NaN
Pseudocyon,sp.,20.430,11.6,14,0,NaN
Pseudodiplacodon,progressum,41.7,41.1,1,0,NaN
Pseudodiplacodon,sp.,41.7,38.0,3,0,NaN
Pseudolabis,dakotensis,25.2,24.8,4,0,NaN
Pseudolabis,sp.,25.0,25.0,1,0,NaN
Pseudomyscus,bathygnathus,11.8,11.8,1,0,NaN
Pseudopalaeocastor,barbouri,22.6,15.970,3,0,NaN
Pseudopalaeocastor,osmagnus,22.6,22.5,1,0,NaN
Pseudoparablastomeryx,francescita,15.970,13.600,3,0,NaN
Pseudoparablastomeryx,scotti,17.3,13.600,10,0,NaN
Pseudoparablastomeryx,sp.,19.2,13.8,9,1,0.0017
Pseudoprotoceras,longinaris,37.2,35.3,11,1,0.0510
Pseudoprotoceras,minor,38.4,35.5,5,1,0.0318
Pseudoprotoceras,semicinctus,36.9,36.9,3,0,NaN
Pseudoprotoceras,sp.,40.400,36.8,3,0,NaN
Pseudoprotoceras,taylori,35.7,35.6,1,0,NaN
Pseudorca,crassidens,0.300,0.000,2,1,0.0500
Pseudorca,sp.,5.332,3.600,2,1,0.1410
Pseudotheridomys,cuyamensis,17.5,17.5,1,1,0.2605
Pseudotheridomys,hesperus,26.300,20.0,2,0,NaN
Pseudotheridomys,pagei,14.7,13.8,3,0,NaN
Pseudotheridomys,sp.,26.300,11.7,10,2,0.0252
Pseudotomus,californicus,44.1,44.0,1,1,0.0638
Pseudotomus,eugenei,42.5,41.5,5,1,0.0091
Pseudotomus,hians,46.5,46.4,1,0,NaN
Pseudotomus,horribilis,46.5,46.4,1,0,NaN
Pseudotomus,johanniculi,42.7,37.1,3,0,NaN
Pseudotomus,littoralis,46.200,40.400,1,1,1.0000
Pseudotomus,petersoni,44.8,38.4,4,0,NaN
Pseudotomus,robustus,50.1,46.4,13,0,NaN
Pseudotomus,sp.,50.1,40.5,5,0,NaN
Pseudotomus,timmys,40.400,37.200,1,0,NaN
Pseudotrimylus,blacki,19.5,19.5,1,0,NaN
Pseudotrimylus,compressus,33.3,33.3,2,0,NaN
Pseudotrimylus,dakotensis,20.4,20.4,1,0,NaN
Pseudotrimylus,mawbyi,15.8,15.8,4,1,0.0357
Pseudotrimylus,roperi,20.0,20.0,1,0,NaN
Pseudotrimylus,sp.,30.800,13.8,11,2,0.0417
Psittacotherium,multifragum,63.300,59.6,23,1,0.0370
Psittacotherium,sp.,58.1,58.1,1,0,NaN
Pterobalaena,acutorostrata,5.332,0.012,4,2,0.0801
Pterogaulus,barbarellae,11.8,11.6,3,0,NaN
Pterogaulus,laevis,20.430,13.600,3,0,NaN
Pterogaulus,sp.,15.9,15.9,10,0,NaN
Pteronarctos,goedertae,18.9,16.3,2,2,0.5000
Pteronarctos,piersoni,18.9,16.3,1,1,0.1000
Pteronotus,parnellii,0.0043,0.00256,1,0,NaN
Pteronotus,sp.,0.126,0.012,1,0,NaN
Ptilodus,fractus,59.8,58.2,2,0,NaN
Ptilodus,gnomus,63.300,59.8,3,0,NaN
Ptilodus,kummae,59.5,57.9,16,1,0.0142
Ptilodus,mediaevus,62.1,59.6,8,0,NaN
Ptilodus,montanus,63.300,58.7,11,1,0.2857
Ptilodus,sp.,65.3,55.800,42,2,0.0689
Ptilodus,tsosiensis,64.6,63.3,7,2,0.4851
Ptilodus,wyomingensis,63.300,58.6,4,0,NaN
Puercolestes,simpsoni,64.0,63.3,7,0,NaN
Pulverflumen,magnificum,55.8,55.8,2,0,NaN
Pulverflumen,sp.,55.7,55.6,2,0,NaN
Puma,concolor,2.4,0.000,27,4,0.0911
Puma,lacustris,3.3,1.8,8,2,0.0408
Puma,sp.,0.4,0.4,1,1,0.0043
Purgatorius,coracis,63.3,63.3,1,0,NaN
Purgatorius,janisae,64.5,64.5,1,0,NaN
Purgatorius,sp.,59.4,59.4,1,0,NaN
Purgatorius,titusi,63.4,63.4,1,0,NaN
Purgatorius,unio,63.5,63.5,1,0,NaN
Pusa,hispida,0.126,0.000,3,1,1.0000
Pyrocyon,dioctetus,54.5,54.4,2,2,0.0570
Quadratomus,gigans,37.3,37.3,3,0,NaN
Quadratomus,grandis,50.300,46.200,10,8,0.1819
Quadratomus,grossus,50.0,49.9,3,0,NaN
Quadratomus,sundelli,49.0,48.9,1,0,NaN
Quadrodens,wilsoni,30.800,26.300,4,4,0.0324
Rakomeryx,raki,16.6,13.600,3,0,NaN
Rakomeryx,sinclairi,20.430,13.600,2,0,NaN
Rakomeryx,sp.,17.5,13.600,2,0,NaN
Rakomylus,raki,15.2,15.2,2,0,NaN
Rakomylus,sp.,15.2,15.2,1,0,NaN
Ramoceros,brevicornis,14.4,14.3,1,0,NaN
Ramoceros,marthae,11.7,11.7,1,0,NaN
Ramoceros,osborni,15.970,12.7,12,0,NaN
Ramoceros,ramosus,15.970,13.600,2,0,NaN
Ramoceros,sp.,15.0,11.7,8,0,NaN
Rangifer,sp.,3.4,0.1,12,2,1.0000
Rangifer,tarandus,0.781,0.0057,25,4,0.7071
Rapamys,fricki,42.9,40.7,2,1,0.0714
Rapamys,sp.,42.9,39.7,4,1,0.0053
Rapamys,wilsoni,42.2,42.0,3,0,NaN
Raphictis,gausion,58.8,58.0,6,1,0.0038
Raphictis,sp.,58.8,58.0,2,0,NaN
Rattus,rattus,0.012,0.000,1,0,NaN
Ravenictis,krausei,63.3,63.3,1,0,NaN
Reithrodontomys,fulvescens,0.4,0.012,3,1,0.0010
Reithrodontomys,galushai,2.5,2.5,1,0,NaN
Reithrodontomys,humulis,1.5,0.012,7,1,0.0002
Reithrodontomys,megalotis,0.3,0.000,11,4,0.0467
Reithrodontomys,montanus,0.3,0.000,7,1,0.0097
Reithrodontomys,moorei,0.6,0.5,5,0,NaN
Reithrodontomys,pratincola,2.8,2.2,4,0,NaN
Reithrodontomys,rexroadensis,3.5,3.0,4,0,NaN
Reithrodontomys,sp.,4.0,0.01217,34,4,0.0432
Reithrodontomys,wetmorei,4.7,1.5,5,1,0.0047
Reithroparamys,debequensis,53.9,53.8,2,0,NaN
Reithroparamys,delicatissimus,50.1,45.2,11,0,NaN
Reithroparamys,huerfanensis,50.1,49.5,5,0,NaN
Reithroparamys,sciuroides,41.7,41.6,2,0,NaN
Reithroparamys,sp.,56.8,40.400,10,0,NaN
Repomys,arizonensis,3.0,3.0,1,0,NaN
Repomys,gustelyi,7.4,1.800,5,1,1.0000
Repomys,maxumi,6.7,1.800,2,0,NaN
Repomys,panacaensis,4.6,4.0,2,0,NaN
Repomys,sp.,11.6,3.0,5,0,NaN
Reynoldsomys,timoteoensis,3.2,3.2,1,1,0.0200
Rhabdosteus,sp.,20.430,14.8,6,4,0.3102
Rhizocyon,oregonensis,28.6,25.7,3,0,NaN
Rhynchotherium,blicki,11.6,11.6,6,2,0.2390
Rhynchotherium,euhypodon,5.332,3.600,1,0,NaN
Rhynchotherium,falconeri,6.7,4.1,5,0,NaN
Rhynchotherium,praecursor,3.6,3.4,3,1,0.2947
Rhynchotherium,sp.,13.650,3.0,16,0,NaN
Rooneyia,viejaensis,37.2,37.2,1,0,NaN
Rudiomys,mcgrewi,20.430,15.970,1,0,NaN
Russellagus,sp.,15.970,11.7,3,0,NaN
Russellagus,vonhofi,15.9,13.8,13,1,0.0025
Saiga,sp.,1.800,0.300,1,0,NaN
Saiga,tatarica,0.126,0.012,1,1,1.0000
Salumiphocaena,stocktoni,10.300,7.246,2,1,1.0000
Sanctimus,falkenbachi,23.5,20.8,1,0,NaN
Sanctimus,simonisi,25.0,24.9,1,0,NaN
Sanctimus,sp.,20.4,20.4,3,0,NaN
Sanctimus,stouti,25.0,24.9,1,0,NaN
Sanctimus,stuartae,28.1,23.9,10,1,0.0152
Satherium,piscinarium,3.9,1.6,44,1,1.0000
Saurocetus,gibbesii,33.900,28.400,1,1,0.5000
Saxonella,naylori,58.8,58.5,2,0,NaN
Saxonella,sp.,58.6,58.6,1,0,NaN
Scaldicetus,grandis,9.3,2.588,3,0,NaN
Scaldicetus,oxymycterus,13.650,11.608,1,1,1.0000
Scaldicetus,sp.,15.970,2.588,7,2,1.0000
Scalopoides,isodens,20.4,18.1,7,0,NaN
Scalopoides,ripafodiator,15.8,11.7,5,0,NaN
Scalopoides,sp.,29.3,7.2,24,5,0.0166
Scalopus,aquaticus,3.7,0.000,48,2,0.0022
Scalopus,sp.,2.6,0.4,3,1,0.2500
Scapanoscapter,simplicidens,14.7,14.7,2,0,NaN
Scapanus,hagermanensis,3.9,3.9,3,0,NaN
Scapanus,latimanus,4.900,0.012,4,0,NaN
Scapanus,malatinus,2.0,1.4,6,0,NaN
Scapanus,proceridens,9.8,7.0,9,1,0.3333
Scapanus,shultzi,11.7,11.6,6,0,NaN
Scapanus,sp.,11.4,1.4,18,1,0.0029
Scapanus,townsendii,2.8,2.8,1,0,NaN
Scaphohippus,intermontanus,16.9,13.6,30,0,NaN
Scaphohippus,sp.,15.970,13.600,1,0,NaN
Scaphohippus,sumani,20.430,14.1,9,0,NaN
Scaphokogia,sp.,5.332,2.588,1,0,NaN
Scenopagus,curtidens,53.5,44.5,23,12,0.0693
Scenopagus,edenensis,52.1,46.3,23,5,0.0637
Scenopagus,hewettensis,55.2,55.2,2,0,NaN
Scenopagus,priscus,52.1,40.400,18,2,0.1543
Scenopagus,sp.,55.3,37.200,15,0,NaN
Schaubeumys,cartomylos,15.9,15.9,9,2,0.0166
Schaubeumys,galbreathi,20.4,20.0,5,0,NaN
Schaubeumys,grangeri,26.300,20.1,7,3,0.0882
Schaubeumys,sabrae,18.2,18.1,7,0,NaN
Schaubeumys,sp.,23.9,11.7,9,1,0.0033
Schizodelphis,barnesi,15.970,13.650,8,2,0.4714
Schizodelphis,hruschkai,20.430,15.970,1,0,NaN
Schizodelphis,sulcatus,19.4,13.650,6,3,0.0606
Schizodontomys,amnicolus,20.1,19.9,9,0,NaN
Schizodontomys,greeni,20.430,15.970,1,0,NaN
Schizodontomys,harkseni,26.300,18.2,13,2,0.4472
Schizodontomys,sp.,18.1,18.1,1,0,NaN
Schizodontomys,sulcidens,22.7,22.7,1,0,NaN
Schizotheriodes,parvus,46.200,40.400,1,0,NaN
Schochia,sullivani,63.7,63.7,1,0,NaN
Sciuravus,altidens,44.8,44.7,1,0,NaN
Sciuravus,bridgeri,50.1,47.5,3,1,0.0357
Sciuravus,eucristadens,50.300,46.200,1,0,NaN
Sciuravus,nitidus,52.4,40.400,69,46,0.2592
Sciuravus,popi,49.0,40.400,2,0,NaN
Sciuravus,powayensis,45.5,42.8,45,1,0.5106
Sciuravus,sp.,52.9,37.200,13,0,NaN
Sciuravus,wilsoni,52.2,46.200,2,0,NaN
Sciurion,campestre,20.430,15.970,1,1,0.0160
Sciurus,aberti,1.800,0.300,4,3,0.4158
Sciurus,carolinensis,4.900,0.000,15,1,0.0113
Sciurus,carolinensus,0.6,0.4,1,0,NaN
Sciurus,corolinensis,0.0294,0.0294,1,0,NaN
