Taxon,Order,Family,Genus,Species,Equation,Predictor,Intercept,Slope,LnMass,m1L,m1W,otherL,otherW,MeasurementSource,Remarks
Cormohipparion_johnsoni,Perissodactyla,Equidae,Cormohipparion,johnsoni,Ungulates,M2LxW,2.792,1.518,12.16,NA,NA,21.8,21.9,Woodburne 2007:table 12,M2L and M2W
Cormohipparion_matthewi,Perissodactyla,Equidae,Cormohipparion,matthewi,Ungulates,M2LxW,2.792,1.518,11.98,NA,NA,20.6,20.6,Woodburne 2007:table 10,M2L and M2W
Cormohipparion_merriami,Perissodactyla,Equidae,Cormohipparion,merriami,Ungulates,M2LxW,2.792,1.518,12.28,NA,NA,22.6,23,Woodburne 2007:table 13,M2L and M2W
Cormohipparion_occidentale,Perissodactyla,Equidae,Cormohipparion,occidentale,Ungulates,M2LxW,2.792,1.518,12.17,NA,NA,21.92105263,21.95263158,Woodburne 2007:table 7,M2L and M2W
Cormohipparion_quinni,Perissodactyla,Equidae,Cormohipparion,quinni,Ungulates,m1LxW,3.757,1.516,12.01,20.5,11.3,NA,NA,Paleobiology Database,Hippotherium quinni in Paleobiology Database
Cormohipparion_skinneri,Perissodactyla,Equidae,Cormohipparion,skinneri,Ungulates,M2LxW,2.792,1.518,12.46,NA,NA,25.1,23.2,Woodburne 2007:table 17,M2L and M2W
Desmatippus_avus,Perissodactyla,Equidae,Desmatippus,avus,Ungulates,m1LxW,3.757,1.516,12.1,18.8,13.1,NA,NA,Paleobiology Database,
Dinohippus_interpolatus,Perissodactyla,Equidae,Dinohippus,interpolatus,Ungulates,m1LxW,3.757,1.516,12.46,23.8,13.1,NA,NA,Paleobiology Database,
Dinohippus_leardi,Perissodactyla,Equidae,Dinohippus,leardi,Ungulates,m1LxW,3.757,1.516,12.88,25,16.4,NA,NA,Paleobiology Database,
Dinohippus_mexicanus,Perissodactyla,Equidae,Dinohippus,mexicanus,Ungulates,m1LxW,3.757,1.516,13.32,24,22.9,NA,NA,Paleobiology Database,
Equus_complicatus,Perissodactyla,Equidae,Equus,complicatus,Ungulates,m1LxW,3.757,1.516,12.8,26.2,14.9,NA,NA,Paleobiology Database,
Equus_niobrarensis,Perissodactyla,Equidae,Equus,niobrarensis,Ungulates,m1LxW,3.757,1.516,12.93,25.9,16.4,NA,NA,Paleobiology Database,
Equus_simplicidens,Perissodactyla,Equidae,Equus,simplicidens,Ungulates,m1LxW,3.757,1.516,12.6,24.6,13.9,NA,NA,Paleobiology Database,
Equus_simplicidens,Perissodactyla,Equidae,Equus,simplicidens,Ungulates,m1LxW,3.757,1.516,13.05,26,17.7,NA,NA,Paleobiology Database,
Equus_simplicidens,Perissodactyla,Equidae,Equus,simplicidens,Ungulates,m1LxW,3.757,1.516,13.02,27.1,16.6,NA,NA,Paleobiology Database,
Equus_sp.,Perissodactyla,Equidae,Equus,sp.,Ungulates,m1LxW,3.757,1.516,12.29,21.7,12.8,NA,NA,Paleobiology Database,
Equus_sp.,Perissodactyla,Equidae,Equus,sp.,Ungulates,m1LxW,3.757,1.516,12.64,23.9,14.7,NA,NA,Paleobiology Database,
Equus_sp.,Perissodactyla,Equidae,Equus,sp.,Ungulates,m1LxW,3.757,1.516,12.5,24,13.3,NA,NA,Paleobiology Database,
Equus_sp.,Perissodactyla,Equidae,Equus,sp.,Ungulates,m1LxW,3.757,1.516,13.19,29,17.4,NA,NA,Paleobiology Database,
Equus_sp.,Perissodactyla,Equidae,Equus,sp.,Ungulates,m1LxW,3.757,1.516,13.06,29.5,15.7,NA,NA,Paleobiology Database,
Heteropliohippus_hulberti,Perissodactyla,Equidae,Heteropliohippus,hulberti,Ungulates,m1LxW,3.757,1.516,12.62,22.4,15.4,NA,NA,Paleobiology Database,
Hipparion_forcei,Perissodactyla,Equidae,Hipparion,forcei,Ungulates,m1LxW,3.757,1.516,12.18,22.9,11.3,NA,NA,Paleobiology Database,
Hipparion_tehonense,Perissodactyla,Equidae,Hipparion,tehonense,Ungulates,m1LxW,3.757,1.516,11.52,18.8,8.89,NA,NA,Paleobiology Database,
Hypohippus_affinis,Perissodactyla,Equidae,Hypohippus,affinis,Ungulates,m1LxW,3.757,1.516,13,24.4,18.2,NA,NA,Paleobiology Database,
Hypohippus_equinus,Perissodactyla,Equidae,Hypohippus,equinus,Ungulates,m1LxW,3.757,1.516,12.51,23,14,NA,NA,Paleobiology Database,
Hypohippus_osborni,Perissodactyla,Equidae,Hypohippus,osborni,Ungulates,m1LxW,3.757,1.516,12.61,21.5,16,NA,NA,Paleobiology Database,
Megahippus_matthewi,Perissodactyla,Equidae,Megahippus,matthewi,Ungulates,m1LxW,3.757,1.516,13.69,29.5,23.8,NA,NA,Paleobiology Database,
Merychippus_gunteri,Perissodactyla,Equidae,Merychippus,gunteri,Ungulates,m1LxW,3.757,1.516,11.43,14.6,10.8,NA,NA,Paleobiology Database,
Merychippus_primus,Perissodactyla,Equidae,Merychippus,primus,Ungulates,m1LxW,3.757,1.516,11.47,15.6,10.4,NA,NA,Paleobiology Database,
Merychippus_brevidontus,Perissodactyla,Equidae,Merychippus_hipparionine,brevidontus,Ungulates,m1LxW,3.757,1.516,11.73,18,10.7,NA,NA,Paleobiology Database,
Merychippus_calamarius,Perissodactyla,Equidae,Merychippus_hipparionine,calamarius,Ungulates,m1LxW,3.757,1.516,12.19,21,12.4,NA,NA,Paleobiology Database,
Merychippus_californicus,Perissodactyla,Equidae,Merychippus_hipparionine,californicus,Ungulates,m1LxW,3.757,1.516,11.37,16.8,9,NA,NA,Paleobiology Database,
Merychippus_insignis,Perissodactyla,Equidae,Merychippus_hipparionine,insignis,Ungulates,m1LxW,3.757,1.516,11.74,18.1,10.7,NA,NA,Paleobiology Database,
Merychippus_sejunctus,Perissodactyla,Equidae,Merychippus_hipparionine,sejunctus,Ungulates,m1LxW,3.757,1.516,11.23,18.1,7.63,NA,NA,Paleobiology Database,
Miohippus_equinanus,Perissodactyla,Equidae,Miohippus,equinanus,Ungulates,m1LxW,3.757,1.516,10.49,11.2,7.6,NA,NA,Paleobiology Database,
Miohippus_intermedius,Perissodactyla,Equidae,Miohippus,intermedius,Ungulates,m1LxW,3.757,1.516,11.32,15.3,9.6,NA,NA,Paleobiology Database,
Miohippus_obliquidens,Perissodactyla,Equidae,Miohippus,obliquidens,Ungulates,m1LxW,3.757,1.516,10.87,12,9.08,NA,NA,Paleobiology Database,
Nannippus_minor,Perissodactyla,Equidae,Nannippus,minor,Ungulates,m1LxW,3.757,1.516,10.72,13.5,7.3,NA,NA,Paleobiology Database,
Nannippus_peninsulatus,Perissodactyla,Equidae,Nannippus,peninsulatus,Ungulates,m1LxW,3.757,1.516,11.14,15.9,8.2,NA,NA,Paleobiology Database,
Nannippus_westoni,Perissodactyla,Equidae,Nannippus,westoni,Ungulates,m1LxW,3.757,1.516,11.04,16.7,7.3,NA,NA,Paleobiology Database,
Neohipparion_affine,Perissodactyla,Equidae,Neohipparion,affine,Ungulates,m1LxW,3.757,1.516,12.03,23.6,9.95,NA,NA,Paleobiology Database,
Neohipparion_eurystyle,Perissodactyla,Equidae,Neohipparion,eurystyle,Ungulates,m1LxW,3.757,1.516,11.8,21,9.58,NA,NA,Paleobiology Database,
Neohipparion_leptode,Perissodactyla,Equidae,Neohipparion,leptode,Ungulates,m1LxW,3.757,1.516,12.36,23.3,12.5,NA,NA,Paleobiology Database,
Neohipparion_trampasense,Perissodactyla,Equidae,Neohipparion,trampasense,Ungulates,m1LxW,3.757,1.516,11.7,20.2,9.35,NA,NA,Paleobiology Database,
Onohippidium_sp,Perissodactyla,Equidae,Onohippidium,sp,Ungulates,m2L,2.366,3.076,12.62,28,NA,28,NA,MacFadden 1998:552,approximate m1 or m2 length
Parahippus_cognatus,Perissodactyla,Equidae,Parahippus,cognatus,Ungulates,m1LxW,3.757,1.516,11.42,19.6,8,NA,NA,Paleobiology Database,
Parahippus_leonensis,Perissodactyla,Equidae,Parahippus,leonensis,Ungulates,m1LxW,3.757,1.516,11.46,14,11.5,NA,NA,Paleobiology Database,
Parahippus_pawniensis,Perissodactyla,Equidae,Parahippus,pawniensis,Ungulates,m1LxW,3.757,1.516,11.51,14.5,11.5,NA,NA,Paleobiology Database,
Parapliohippus_carrizoensis,Perissodactyla,Equidae,Parapliohippus,carrizoensis,Ungulates,m1LxW,3.757,1.516,11.3,15.5,9.34,NA,NA,Paleobiology Database,
Pliohippus_fossulatus,Perissodactyla,Equidae,Pliohippus,fossulatus,Ungulates,m1LxW,3.757,1.516,12.46,24.9,12.5,NA,NA,Paleobiology Database,
Pliohippus_pernix,Perissodactyla,Equidae,Pliohippus,pernix,Ungulates,m1LxW,3.757,1.516,12.2,22,11.9,NA,NA,Paleobiology Database,
Pliohippus_tehonensis_tehonensis,Perissodactyla,Equidae,Pliohippus_tehonensis,tehonensis,Ungulates,m1LxW,3.757,1.516,12.01,22.3,10.4,NA,NA,Paleobiology Database,
Protohippus_gidleyi,Perissodactyla,Equidae,Protohippus,gidleyi,Ungulates,m1LxW,3.757,1.516,12.01,21.4,10.8,NA,NA,Paleobiology Database,
Protohippus_perditus,Perissodactyla,Equidae,Protohippus,perditus,Ungulates,m1LxW,3.757,1.516,11.82,19.5,10.5,NA,NA,Paleobiology Database,
Protohippus_supremus,Perissodactyla,Equidae,Protohippus,supremus,Ungulates,m1LxW,3.757,1.516,12.03,23,10.2,NA,NA,Paleobiology Database,
Pseudhipparion_curtivallum,Perissodactyla,Equidae,Pseudhipparion,curtivallum,Ungulates,m1LxW,3.757,1.516,10.97,16.4,7.1,NA,NA,Paleobiology Database,
Pseudhipparion_gratum,Perissodactyla,Equidae,Pseudhipparion,gratum,Ungulates,m1LxW,3.757,1.516,11.59,18.9,9.29,NA,NA,Paleobiology Database,
Pseudhipparion_hessei,Perissodactyla,Equidae,Pseudhipparion,hessei,Ungulates,m1LxW,3.757,1.516,11.23,17.7,7.82,NA,NA,Paleobiology Database,
Pseudhipparion_retrusum,Perissodactyla,Equidae,Pseudhipparion,retrusum,Ungulates,m1LxW,3.757,1.516,11.37,17.7,8.55,NA,NA,Paleobiology Database,
Pseudhipparion_simpsoni,Perissodactyla,Equidae,Pseudhipparion,simpsoni,Ungulates,m1LxW,3.757,1.516,10.78,13.2,7.8,NA,NA,Paleobiology Database,
Pseudhipparion_skinneri,Perissodactyla,Equidae,Pseudhipparion,skinneri,Ungulates,m1LxW,3.757,1.516,10.9,14.5,7.66,NA,NA,Paleobiology Database,
Scaphohippus_sp,Perissodactyla,Equidae,Scaphohippus,sp,Ungulates,m1LxW,3.757,1.516,12.26,22.37,12.2,NA,NA,Original (mean of UCMP 311314 and UCMP 311433),
Hyracodon_nebraskensis,Perissodactyla,Hyracodontidae,Hyracodon,nebraskensis,Ungulates,m1LxW,3.757,1.516,12.26,19.4,14.1,NA,NA,Paleobiology Database,
Amphicaenopus_platycephalus,Perissodactyla,Rhinocerotidae,Amphicaenopus,platycephalus,Ungulates,m1LxW,3.757,1.516,14.69,41,33,NA,NA,Prothero 2005:table 4.2,
Aphelops_malacorhinus,Perissodactyla,Rhinocerotidae,Aphelops,malacorhinus,Ungulates,m1LxW,3.757,1.516,15.08,42.2,41.6,NA,NA,Paleobiology Database,
Aphelops_megalodus,Perissodactyla,Rhinocerotidae,Aphelops,megalodus,Ungulates,m1LxW,3.757,1.516,14.34,37,29,NA,NA,Paleobiology Database,
Aphelops_mutilus,Perissodactyla,Rhinocerotidae,Aphelops,mutilus,Ungulates,m1LxW,3.757,1.516,15.28,55.5,36,NA,NA,Paleobiology Database,
Diceratherium_annectens,Perissodactyla,Rhinocerotidae,Diceratherium,annectens,Ungulates,m1LxW,3.757,1.516,13.67,30,23,NA,NA,Prothero 2005:table 4.4,
Diceratherium_armatum,Perissodactyla,Rhinocerotidae,Diceratherium,armatum,Ungulates,m1LxW,3.757,1.516,15.08,49.3,35.5,NA,NA,Paleobiology Database,
Diceratherium_niobrarense,Perissodactyla,Rhinocerotidae,Diceratherium,niobrarense,Ungulates,m1LxW,3.757,1.516,14.56,43,29,NA,NA,Prothero 2005:table 4.4,
Diceratherium_radtkei,Perissodactyla,Rhinocerotidae,Diceratherium,radtkei,Ungulates,m1LxW,3.757,1.516,14.71,44.65,30.77,NA,NA,Prothero and Rasmussen 2008:table 1,new species
Diceratherium_tridactylum,Perissodactyla,Rhinocerotidae,Diceratherium,tridactylum,Ungulates,m1LxW,3.757,1.516,13.78,31,24,NA,NA,Prothero 2005:table 4.4,
Floridaceras_whitei,Perissodactyla,Rhinocerotidae,Floridaceras,whitei,Ungulates,m1LxW,3.757,1.516,14.51,43,28,NA,NA,Prothero 2005:table 4.6,
Menoceras_arikarense,Perissodactyla,Rhinocerotidae,Menoceras,arikarense,Ungulates,m1LxW,3.757,1.516,13.3,27,20,NA,NA,Prothero 2005:table 4.5,
Menoceras_barbouri,Perissodactyla,Rhinocerotidae,Menoceras,barbouri,Ungulates,m1LxW,3.757,1.516,14.04,37.2,23.7,NA,NA,Paleobiology Database,
Peraceras_hessei,Perissodactyla,Rhinocerotidae,Peraceras,hessei,Ungulates,m1LxW,3.757,1.516,13.75,28.5,25.6,NA,NA,Paleobiology Database,
Peraceras_profectum,Perissodactyla,Rhinocerotidae,Peraceras,profectum,Ungulates,m1LxW,3.757,1.516,14.66,43,31,NA,NA,Prothero 2005:table 4.8,
Peraceras_superciliosum,Perissodactyla,Rhinocerotidae,Peraceras,superciliosum,Ungulates,m1LxW,3.757,1.516,14.31,38.8,27.2,NA,NA,Paleobiology Database,
Skinneroceras_manningi,Perissodactyla,Rhinocerotidae,Skinneroceras,manningi,Ungulates,m1LxW,3.757,1.516,12.97,23,19,NA,NA,Prothero 2005:table 4.4,
Teleoceras_americanum,Perissodactyla,Rhinocerotidae,Teleoceras,americanum,Ungulates,m1LxW,3.757,1.516,14.62,43,30,NA,NA,Prothero 2005:table 4.9,
Teleoceras_brachyrhinum,Perissodactyla,Rhinocerotidae,Teleoceras,brachyrhinum,Ungulates,m1LxW,3.757,1.516,15.07,47,37,NA,NA,Paleobiology Database,
Teleoceras_fossiger,Perissodactyla,Rhinocerotidae,Teleoceras,fossiger,Ungulates,m1LxW,3.757,1.516,15.18,48.7,38.4,NA,NA,Paleobiology Database,
Teleoceras_guymonense,Perissodactyla,Rhinocerotidae,Teleoceras,guymonense,Ungulates,m1LxW,3.757,1.516,14.35,40,27,NA,NA,Prothero 2005:table 4.11,
Teleoceras_hicksi,Perissodactyla,Rhinocerotidae,Teleoceras,hicksi,Ungulates,m1LxW,3.757,1.516,14.89,49.2,31.5,NA,NA,Paleobiology Database,
Teleoceras_major,Perissodactyla,Rhinocerotidae,Teleoceras,major,Ungulates,m1LxW,3.757,1.516,14.86,46.3,32.7,NA,NA,Paleobiology Database,
Teleoceras_medicornutum,Perissodactyla,Rhinocerotidae,Teleoceras,medicornutum,Ungulates,m1LxW,3.757,1.516,15.09,49.3,35.8,NA,NA,Paleobiology Database,
Teleoceras_meridianum,Perissodactyla,Rhinocerotidae,Teleoceras,meridianum,Ungulates,m1LxW,3.757,1.516,14.52,38.8,31.3,NA,NA,Paleobiology Database,
Teleoceras_proterum,Perissodactyla,Rhinocerotidae,Teleoceras,proterum,Ungulates,m1LxW,3.757,1.516,14.67,47.9,28,NA,NA,Paleobiology Database,
Woodoceras_brachyops,Perissodactyla,Rhinocerotidae,Woodoceras,brachyops,Ungulates,m1LxW,3.757,1.516,14.1,34,27,NA,NA,Prothero 2005:table 4.12,
Nexuotapirus_marslandensis,Perissodactyla,Tapiridae,Nexuotapirus,marslandensis,Ungulates,m1LxW,3.757,1.516,11.88,16.6,12.8,NA,NA,Paleobiology Database,
Nexuotapirus_marslandensis,Perissodactyla,Tapiridae,Nexuotapirus,marslandensis,Ungulates,m1LxW,3.757,1.516,12.49,21.2,15,NA,NA,Paleobiology Database,
Nexuotapirus_robustus,Perissodactyla,Tapiridae,Nexuotapirus,robustus,Ungulates,m1LxW,3.757,1.516,12.62,21.8,15.9,NA,NA,Paleobiology Database,
Tapiravus_validus,Perissodactyla,Tapiridae,Tapiravus,validus,Ungulates,m2L,2.366,3.076,11.08,NA,NA,17,12,Olsen 1960:textfig 2,m2L and m2W
Tapirus_haysii,Perissodactyla,Tapiridae,Tapirus,haysii,Ungulates,m1LxW,3.757,1.516,13.3,25.5,21.2,NA,NA,Paleobiology Database,
Tapirus_johnsoni,Perissodactyla,Tapiridae,Tapirus,johnsoni,Ungulates,m1LxW,3.757,1.516,12.76,21.3,17.8,NA,NA,Paleobiology Database,
Tapirus_merriami,Perissodactyla,Tapiridae,Tapirus,merriami,Ungulates,m1LxW,3.757,1.516,13.32,24.9,22.1,NA,NA,Paleobiology Database,
Tapirus_polkensis,Perissodactyla,Tapiridae,Tapirus,polkensis,Ungulates,m1LxW,3.757,1.516,12.2,18.1,14.5,NA,NA,Paleobiology Database,
Tapirus_simpsoni,Perissodactyla,Tapiridae,Tapirus,simpsoni,Ungulates,m1LxW,3.757,1.516,12.82,23.2,17,NA,NA,Paleobiology Database,
Tapirus_veroensis,Perissodactyla,Tapiridae,Tapirus,veroensis,Ungulates,m1LxW,3.757,1.516,12.96,22.6,19.1,NA,NA,Paleobiology Database,
Ekgmowechashala_philotau,Primates,Omomyidae,Ekgmowechashala,philotau,Primates,m1LxW,3.577,1.49,7.64,4.15,3.68,NA,NA,Paleobiology Database,
Alphagaulus_vetus,Rodentia,(Aplodontoidea),Alphagaulus,vetus,Rodentia,m1LxW,2.172,1.767,6.26,3.49,2.89,NA,NA,Paleobiology Database,
Ansomys_hepburnensis,Rodentia,(Aplodontoidea),Ansomys,hepburnensis,Rodentia,m1LxW,2.172,1.767,3.8,1.62,1.55,NA,NA,Paleobiology Database,
Ansomys_nevadensis,Rodentia,(Aplodontoidea),Ansomys,nevadensis,Rodentia,m1LxW,2.172,1.767,3.95,1.61,1.7,NA,NA,Paleobiology Database,
Aplodontia_rufa,Rodentia,(Aplodontoidea),Aplodontia,rufa,Rodentia,m1LxW,2.172,1.767,6.8,3.7,3.7,NA,NA,Paleobiology Database,
Campestrallomys_dawsonae,Rodentia,(Aplodontoidea),Campestrallomys,dawsonae,Rodentia,m1LxW,2.172,1.767,5.7,2.84,2.59,NA,NA,Paleobiology Database,
Campestrallomys_siouxensis,Rodentia,(Aplodontoidea),Campestrallomys,siouxensis,Rodentia,m1LxW,2.172,1.767,5.07,2.4,2.15,NA,NA,Paleobiology Database,
Crucimys_milleri,Rodentia,(Aplodontoidea),Crucimys,milleri,Rodentia,m1LxW,2.172,1.767,3.6,1.67,1.34,NA,NA,Paleobiology Database,
Downsimus_chadwicki,Rodentia,(Aplodontoidea),Downsimus,chadwicki,Rodentia,m1LxW,2.172,1.767,4.03,1.83,1.56,NA,NA,Paleobiology Database,
Galbreathia_bettae,Rodentia,(Aplodontoidea),Galbreathia,bettae,Rodentia,m1LxW,2.172,1.767,5.11,2.46,2.14,NA,NA,Paleobiology Database,
Liodontia_alexandrae,Rodentia,(Aplodontoidea),Liodontia,alexandrae,Rodentia,m1LxW,2.172,1.767,5.29,2.57,2.27,NA,NA,Paleobiology Database,
Meniscomys_hippodus,Rodentia,(Aplodontoidea),Meniscomys,hippodus,Rodentia,m1LxW,2.172,1.767,4.24,1.89,1.71,NA,NA,Paleobiology Database,
Niglarodon_koerneri,Rodentia,(Aplodontoidea),Niglarodon,koerneri,Rodentia,m1LxW,2.172,1.767,4.22,1.96,1.63,NA,NA,Paleobiology Database,
Niglarodon_petersonensis,Rodentia,(Aplodontoidea),Niglarodon,petersonensis,Rodentia,m1LxW,2.172,1.767,4.78,2.14,2.04,NA,NA,Paleobiology Database,
Parallomys_americanus,Rodentia,(Aplodontoidea),Parallomys,americanus,Rodentia,m1LxW,2.172,1.767,5.09,2.34,2.23,NA,NA,Paleobiology Database,
Promylagaulus_riggsi,Rodentia,(Aplodontoidea),Promylagaulus,riggsi,Rodentia,m1LxW,2.172,1.767,4.45,2.13,1.7,NA,NA,Paleobiology Database,
Tardontia_nevadans,Rodentia,(Aplodontoidea),Tardontia,nevadans,Rodentia,m1LxW,2.172,1.767,5.06,2.7,1.9,NA,NA,Paleobiology Database,
Trilaccogaulus_lemhiensis,Rodentia,(Aplodontoidea),Trilaccogaulus,lemhiensis,Rodentia,m1LxW,2.172,1.767,5.4,2.78,2.24,NA,NA,Paleobiology Database,
Trilaccogaulus_ovatus,Rodentia,(Aplodontoidea),Trilaccogaulus,ovatus,Rodentia,m1LxW,2.172,1.767,4.64,2.25,1.8,NA,NA,Paleobiology Database,
Dikkomys_matthewi,Rodentia,(Geomyoidea),Dikkomys,matthewi,Rodentia,m1LxW,2.172,1.767,3.86,1.49,1.74,NA,NA,Paleobiology Database,
Harrymys_irvini,Rodentia,(Geomyoidea),Harrymys,irvini,Rodentia,m1LxW,2.172,1.767,4.43,1.73,2.08,NA,NA,Paleobiology Database,
Harrymys_magnus,Rodentia,(Geomyoidea),Harrymys,magnus,Rodentia,m1LxW,2.172,1.767,3.92,1.61,1.67,NA,NA,Paleobiology Database,
Lignimus_austridakotensis,Rodentia,(Geomyoidea),Lignimus,austridakotensis,Rodentia,m1LxW,2.172,1.767,2.7,1.06,1.27,NA,NA,Paleobiology Database,
Mojavemys_galushai,Rodentia,(Geomyoidea),Mojavemys,galushai,Rodentia,m1LxW,2.172,1.767,3.34,1.21,1.6,NA,NA,Paleobiology Database,
Mojavemys_magnumarcus,Rodentia,(Geomyoidea),Mojavemys,magnumarcus,Rodentia,m1LxW,2.172,1.767,4.03,1.57,1.82,NA,NA,Paleobiology Database,
Phelosaccomys_annae,Rodentia,(Geomyoidea),Phelosaccomys,annae,Rodentia,m1LxW,2.172,1.767,3.27,1.19,1.56,NA,NA,Paleobiology Database,
Phelosaccomys_hibbardi,Rodentia,(Geomyoidea),Phelosaccomys,hibbardi,Rodentia,m1LxW,2.172,1.767,3.84,1.29,1.99,NA,NA,Paleobiology Database,
Phelosaccomys_neomexicanus,Rodentia,(Geomyoidea),Phelosaccomys,neomexicanus,Rodentia,m1LxW,2.172,1.767,2.99,1.11,1.43,NA,NA,Paleobiology Database,
Phelosaccomys_shotwelli,Rodentia,(Geomyoidea),Phelosaccomys,shotwelli,Rodentia,m1LxW,2.172,1.767,3.02,1.02,1.58,NA,NA,Paleobiology Database,
Tenudomys_bodei,Rodentia,(Geomyoidea),Tenudomys,bodei,Rodentia,m1LxW,2.172,1.767,3.77,1.5,1.65,NA,NA,Paleobiology Database,
Tenudomys_macdonaldi,Rodentia,(Geomyoidea),Tenudomys,macdonaldi,Rodentia,m1LxW,2.172,1.767,4.38,1.65,2.11,NA,NA,Paleobiology Database,
Allomys_harkseni,Rodentia,Aplodontidae,Allomys,harkseni,Rodentia,m1LxW,2.172,1.767,5.42,2.63,2.39,NA,NA,Paleobiology Database,
Agnotocastor_coloradensis,Rodentia,Castoridae,Agnotocastor,coloradensis,Rodentia,m1LxW,2.172,1.767,7.05,3.65,4.34,NA,NA,Paleobiology Database,
Castor_californicus,Rodentia,Castoridae,Castor,californicus,Rodentia,m1LxW,2.172,1.767,9.47,7.64,8.14,NA,NA,Paleobiology Database,
Castor_canadensis,Rodentia,Castoridae,Castor,canadensis,Rodentia,m1LxW,2.172,1.767,9.34,7.6,7.6,NA,NA,Paleobiology Database,
Castoroides_ohioensis,Rodentia,Castoridae,Castoroides,ohioensis,Rodentia,m1LxW,2.172,1.767,11.73,16.1,13.9,NA,NA,Paleobiology Database,
Dipoides_rexroadensis,Rodentia,Castoridae,Dipoides,rexroadensis,Rodentia,m1LxW,2.172,1.767,8.87,6.55,6.75,NA,NA,Paleobiology Database,
Dipoides_stirtoni,Rodentia,Castoridae,Dipoides,stirtoni,Rodentia,m1LxW,2.172,1.767,7.86,5.1,4.9,NA,NA,Paleobiology Database,
Dipoides_tanneri,Rodentia,Castoridae,Dipoides,tanneri,Rodentia,m1LxW,2.172,1.767,7.58,4.34,4.92,NA,NA,Paleobiology Database,
Dipoides_vallicula,Rodentia,Castoridae,Dipoides,vallicula,Rodentia,m1LxW,2.172,1.767,6.75,3.53,3.77,NA,NA,Paleobiology Database,
Dipoides_williamsi,Rodentia,Castoridae,Dipoides,williamsi,Rodentia,m1LxW,2.172,1.767,7.24,4.3,4.1,NA,NA,Paleobiology Database,
Dipoides_wilsoni,Rodentia,Castoridae,Dipoides,wilsoni,Rodentia,m1LxW,2.172,1.767,6.97,3.8,3.97,NA,NA,Paleobiology Database,
Eucastor_tortus,Rodentia,Castoridae,Eucastor,tortus,Rodentia,m1LxW,2.172,1.767,6.59,3.3,3.7,NA,NA,Paleobiology Database,
Euhapsis_breugerorum,Rodentia,Castoridae,Euhapsis,breugerorum,Rodentia,m1LxW,2.172,1.767,5.74,2.35,3.2,NA,NA,Paleobiology Database,
Euroxenomys_inconnexus,Rodentia,Castoridae,Euroxenomys,inconnexus,Rodentia,m1LxW,2.172,1.767,6.1,2.8,3.3,NA,NA,Paleobiology Database,
Fossorcastor_brachyceps,Rodentia,Castoridae,Fossorcastor,brachyceps,Rodentia,m1LxW,2.172,1.767,5.93,2.8,3,NA,NA,Paleobiology Database,
Fossorcastor_greeni,Rodentia,Castoridae,Fossorcastor,greeni,Rodentia,m1LxW,2.172,1.767,6.25,2.95,3.4,NA,NA,Paleobiology Database,
Hystricops_venustus,Rodentia,Castoridae,Hystricops,venustus,Rodentia,m1LxW,2.172,1.767,9.28,7.28,7.68,NA,NA,Paleobiology Database,
Microdipoides_planus,Rodentia,Castoridae,Microdipoides,planus,Rodentia,m1LxW,2.172,1.767,6.49,3.11,3.7,NA,NA,Paleobiology Database,
Migmacastor_procumbodens,Rodentia,Castoridae,Migmacastor,procumbodens,Rodentia,m1LxW,2.172,1.767,6.51,3.1,3.75,NA,NA,Paleobiology Database,
Monosaulax_pansus,Rodentia,Castoridae,Monosaulax,pansus,Rodentia,m1LxW,2.172,1.767,6.93,3.58,4.13,NA,NA,Paleobiology Database,
Monosaulax_progressus,Rodentia,Castoridae,Monosaulax,progressus,Rodentia,m1LxW,2.172,1.767,6.06,2.87,3.14,NA,NA,Paleobiology Database,
Monosaulax_skinneri,Rodentia,Castoridae,Monosaulax,skinneri,Rodentia,m1LxW,2.172,1.767,6.72,3.5,3.75,NA,NA,Paleobiology Database,
Monosaulax_typicus,Rodentia,Castoridae,Monosaulax,typicus,Rodentia,m1LxW,2.172,1.767,5.91,2.61,3.17,NA,NA,Paleobiology Database,
Neatocastor_hesperus,Rodentia,Castoridae,Neatocastor,hesperus,Rodentia,m1LxW,2.172,1.767,6.94,3.57,4.17,NA,NA,Paleobiology Database,
Procastoroides_idahoensis,Rodentia,Castoridae,Procastoroides,idahoensis,Rodentia,m1LxW,2.172,1.767,11.11,12,13.1,NA,NA,Paleobiology Database,
Procastoroides_sweeti,Rodentia,Castoridae,Procastoroides,sweeti,Rodentia,m1LxW,2.172,1.767,10.46,11.6,9.38,NA,NA,Paleobiology Database,
Pseudopalaeocastor_barbouri,Rodentia,Castoridae,Pseudopalaeocastor,barbouri,Rodentia,m1LxW,2.172,1.767,5.83,3.05,2.6,NA,NA,Paleobiology Database,
Abelmoschomys_simpsoni,Rodentia,Cricetidae,Abelmoschomys,simpsoni,Rodentia,m1LxW,2.172,1.767,2.77,1.48,0.95,NA,NA,Paleobiology Database,
Antecalomys_phthanus,Rodentia,Cricetidae,Antecalomys,phthanus,Rodentia,m1LxW,2.172,1.767,3.13,1.59,1.08,NA,NA,Paleobiology Database,
Antecalomys_valensis,Rodentia,Cricetidae,Antecalomys,valensis,Rodentia,m1LxW,2.172,1.767,2.61,1.41,0.908,NA,NA,Paleobiology Database,
